label,pmid,sentence,rel_loc
0,31630191,"In comparison, only 38 melanoma-related genes were identified in the original meta-analysis. ",0.40
0,31630191,"In addition to the well-known melanoma susceptibility genes confirmed in the meta-analysis (MC1R, CDKN2A, TERT, OCA2 and ARNT/SETDB1), we also identified additional novel genes using FUMA to map SNPs to genes. ",0.50
0,31630191,"Through chromatin interaction mapping, we prioritized IFNA7, IFNA10, IFNA16, IFNA17, IFNA14, IFNA6, IFNA21, IFNA4, IFNE and IFNA5; these 10 most significant genes are all involved in immune system and cytokine signaling pathways. ",0.60
0,31630191,"In the gene analysis, we identified 72 genes with a P < 2.5 × 10-6. ",0.70
0,31630191,"The genes associated with melanoma risk were DEF8 (P = 1.09 × 10-57), DBNDD1 (P = 2.19 × 10-42), SPATA33 (P = 3.54 × 10-38) and MC1R (P = 1.04 × 10-36). ",0.80
0,31630191,"In summary, this study identifies novel putative melanoma susceptibility genes and provides a guide for further experimental validation of functional variants and disease-related genes.",0.90
0,23633923,BIM is a proapoptotic member of the Bcl-2 family. ,0.00
0,23633923,"Here, we investigated the epigenetic status of the BIM locus in NPM/ALK+ anaplastic large cell lymphoma (ALCL) cell lines and in lymph node biopsies from NPM/ALK+ ALCL patients. ",0.14
0,23633923,"We show that BIM is epigenetically silenced in cell lines and lymph node specimens and that treatment with the deacetylase inhibitor trichostatin A restores the histone acetylation, strongly upregulates BIM expression, and induces cell death. ",0.29
0,23633923,BIM silencing occurs through recruitment of MeCP2 and the SIN3a/histone deacetylase 1/2 (HDAC1/2) corepressor complex. ,0.43
0,23633923,This event requires BIM CpG methylation/demethylation with 5-azacytidine that leads to detachment of the MeCP2 corepressor complex and reacetylation of the histone tails. ,0.57
0,23633923,"Treatment with the ALK inhibitor PF2341066 or with an inducible shRNA targeting NPM/ALK does not restore BIM locus reacetylation; however, enforced expression of NPM/ALK in an NPM/ALK-negative cell line significantly increases the methylation at the BIM locus. ",0.71
0,23633923,This study demonstrates that BIM is epigenetically silenced in NPM/ALK-positive cells through recruitment of the SIN3a/HDAC1/2 corepressor complex and that NPM/ALK is dispensable to maintain BIM epigenetic silencing but is able to act as an inducer of BIM methylation.,0.86
0,21607584,"Mitotic regulatory pathways insure proper timing of mitotic entry, sister chromatid cohesion and separation, and cytokinesis. ",0.00
0,21607584,"Disruption of this process results in inappropriate chromosome segregation and aneuploidy, and appears to contribute to cancer. ",0.10
0,21607584,"Specifically, disregulation and somatic mutation of mitotic regulators has been observed in human cancers, and overexpression of mitotic regulators is common in aggressive and late stage tumors. ",0.20
0,21607584,"However, the role of germline variation in mitotic pathways and risk of cancer is not well understood. ",0.30
0,21607584,"We tested 1,084 haplotype-tagging and functional variants from 164 genes in mitotic regulatory pathways in 791 Caucasian women with breast cancer and 843 healthy controls for association with risk of overall and high grade breast cancer. ",0.40
0,21607584,Sixty-one single nucleotide polymorphisms (SNPs) from 40 genes were associated (P\xa0<\xa00.05) with risk of breast cancer in a log-additive model. ,0.50
0,21607584,"In addition, 60 SNPs were associated (P\xa0<\xa00.05) with risk of high grade breast cancer. ",0.60
0,21607584,"However, none of these associations were significant after Bonferroni correction for multiple testing. ",0.70
0,21607584,"In gene-level analyses, CDC25C, SCC1/RAD21, TLK2, and SMC6L1 were associated (P\xa0<\xa00.05) with overall breast cancer risk, CDC6, CDC27, SUMO3, RASSF1, KIF2, and CDC14A were associated with high grade breast cancer risk, and EIF3S10 and CDC25A were associated with both. ",0.80
0,21607584,Further investigation in breast and other cancers are needed to understand the influence of inherited variation in mitotic genes on tumor grade and cancer risk.,0.90
0,32498097,"The novel coronavirus, SARS-CoV-2, is causing a global pandemic of life-threatening multiorgan disease, called COVID-19. ",0.00
0,32498097,"Accumulating evidence indicates that patients with COVID-19 are at significant risk of thromboembolic complications, mainly affecting the venous, but also the arterial vascular system. ",0.20
0,32498097,"While the risk of venous thromboembolism (VTE) appears to be higher in patients requiring intensive care unit support compared to those admitted to general wards, recent autopsy findings and data on the timing of VTE diagnosis relative to hospitalization clearly suggest that thromboembolic events also contribute to morbidity and mortality in the ambulatory setting. ",0.40
0,32498097,"In addition to a severe hypercoagulable state caused by systemic inflammation and viral endotheliitis, some patients with advanced COVID-19 may develop a coagulopathy, which meets established laboratory criteria for disseminated intravascular coagulation, but is not typically associated with relevant bleeding. ",0.60
0,32498097,"Similar to other medical societies, the Society of Thrombosis and Haemostasis Research has issued empirical recommendations on initiation, dosing, and duration of pharmacological VTE prophylaxis in COVID-19 patients.",0.80
0,32590727,"This study aimed to explore the combined association between AKT serine/threonine kinase 1 (AKT1) polymorphisms and congenital heart disease (CHD) risk, meanwhile, the role of AKT1 single polymorphism on CHD was also analyzed.In the first, AKT1 polymorphisms were genotyped in 130 CHD patients and 145 healthy people with the way of polymerase chain reaction-direct sequencing. ",0.00
0,32590727,"The clinical data and genotypes, alleles between 2 groups were compared by χ test and the genotype distributions in the control group were checked by Hardy-Weinberg equilibrium. ",0.12
0,32590727,The relative risk strength of disease based on genetic variant was revealed using odds ratio (OR) with 95% confidence interval (95%CI).,0.25
0,32590727,"In 3 polymorphisms of AKT1 (rs1130214, rs2494732, rs3803300), the GT/TT genotype of rs1130214 in cases and controls had a significant frequency difference (P\u200a=\u200a.04) and was 1.71 times risk developing CHD, compared with AA (OR\u200a=\u200a1.71, 95%CI\u200a=\u200a1.02-2.86), and T allele had 1.63 times risk for carriers (OR\u200a=\u200a1.63, 95%CI\u200a=\u200a1.05-2.54). ",0.38
0,32590727,"Similarly, both rs3803300 GG genotype and G allele had obvious differences between case and control groups (P\u200a<\u200a.05) and it was closely associated with CHD susceptibility. ",0.50
0,32590727,"At the same time, the combined effects of rs1130214, rs3803300 and family history, smoking were found in our study.AKT1 rs1130214, rs3803300 polymorphisms are associated with the increased susceptibility to CHD. ",0.62
0,32590727,Environmental factors are found the interaction with AKT1 polymorphisms. ,0.75
0,32590727,Further study is needed to verify this conclusion.,0.88
0,23089924,"Osteoarthritis is a degenerative joint disorder resulting in destruction of articular cartilage, osteophyte formation, and subchondral bone sclerosis. ",0.00
0,23089924,"In recent years, numerous genetic factors have been identified and implicated in osteoarthritis. ",0.12
0,23089924,The aim of the current study was to examine the influence of methylenetetrahydrofolate reductase (MTHFR) gene C677T mutation and angiotensin converting enzyme (ACE) gene insertion/deletion (I/D) variations on the risk of osteoarthritis. ,0.25
0,23089924,Genomic DNA is obtained from 421 persons (221 patients with osteoarthritis and 200 healthy controls). ,0.38
0,23089924,ACE gene I/D polymorphism genotypes were determined using polymerase chain reaction using I and D allele-specific primers. ,0.50
0,23089924,The MTHFR C677T mutation was analyzed by polymerase chain reaction (PCR) based restriction fragment length polymorphism (RFLP) methods. ,0.62
0,23089924,"We found significant difference between the groups with respect to both ACE and MTHFR genotype distributions (p< 0.001, p< 0.001 respectively). ",0.75
1,23089924,Our study suggests that ACE gene DD genotype and MTHFR gene CC genotype could be used as genetic markers in osteoarthritis in Turkish study populations.,0.88
0,19632845,The purpose of this study was to investigate the effect of subsensory vibratory noise applied to the soles of the feet on gait variability in a population of elderly recurrent fallers compared to non-fallers and young controls. ,0.00
0,19632845,"Eighteen elderly recurrent fallers and 18 elderly non-fallers were recruited from the MOBILIZE Boston Study (MBS), a population-based cohort study investigating novel risk factors for falls. ",0.09
0,19632845,Twelve young participants were included as controls. ,0.18
0,19632845,Participants performed three 6-min walking trials while wearing a pair of insoles containing vibrating actuators. ,0.27
0,19632845,"During each trial, the noise stimulus was applied for 3 of the 6min, and differences in stride, stance, and swing time variability were analyzed between noise and no-noise conditions. ",0.36
0,19632845,"The use of vibrating insoles significantly reduced stride, stance, and swing time variability measures for elderly recurrent fallers. ",0.45
0,19632845,Elderly non-fallers also demonstrated significant reductions in stride and stance time variability. ,0.55
0,19632845,"Although young participants showed decreases in all variability measures, the results did not achieve statistical significance. ",0.64
0,19632845,Gait variability reductions with noise were similar between the elderly recurrent fallers and elderly non-fallers. ,0.73
0,19632845,This study supports the hypothesis that subsensory vibratory noise applied to the soles of the feet can reduce gait variability in elderly participants. ,0.82
0,19632845,Future studies are needed to determine if this intervention reduces falls risk.,0.91
0,22763806,"[""Dysphagia is commonly associated with aging and Parkinson disease and can have a significant impact on a person's quality of life. "", 'In some cases, dysphagia may be life-threatening. ",0.00
0,22763806,"Animal models may be used to study underlying mechanisms of dysphagia, but paradigms that allow adequate imaging of the swallow in combination with measurement of physiological variables have not been forthcoming. ",0.14
0,22763806,"To begin development of methods that allow this, we used videofluorography to record the deglutition behaviors of 22 Fisher 344/Brown Norway rats in young adult (9 months old), old (32 months old), and parkinsonian (unilateral lesion to the medial forebrain bundle) groups. ",0.29
0,22763806,We hypothesized that the old and parkinsonian rats would manifest deficits in deglutition behaviors analogous to those found in human clinical populations. ,0.43
0,22763806,Our results supported our hypothesis in that the old group demonstrated reductions in bolus transport speeds and mastication rate while the parkinsonian rats showed impairments in oral processing. ,0.57
0,22763806,"Interpretation of these results should consider the particular animal model, lesion type, and videofluorographic protocol used in this work. ",0.71
0,22763806,Future studies will link swallow imaging data of this kind with physiological and anatomical data in a manner not possible with human participants.,0.86
0,18528529,Recent study in a group of German patients with SSc has implicated the SNP in the MCP-1 gene (-2518 A to G) as a factor of susceptibility to SSc. ,0.00
0,18528529,"Reflecting the need for replication of genetic association studies, we investigated if this SNP is associated with SSc in another Caucasian population. ",0.14
0,18528529,"MCP-1 -2518 A/G genotypes were determined using PCR-SSP in 46 SSc patients and in 449 healthy subjects, all unrelated and of Slovak (Slavonic) origin. ",0.29
0,18528529,The distribution of MCP-1 -2518 A/G genotypes complied with the Hardy-Weinberg equilibrium both in patient and healthy control groups. ,0.43
0,18528529,There was no difference in MCP-1 -2518*G allele frequency between SSc patients and healthy subjects (patients: 0.23; controls: 0.24; P > .05). ,0.57
0,18528529,"Furthermore, MCP-1 -2518 GG homozygotes were similarly represented among SSc patients and healthy subjects (P > .05). ",0.71
0,18528529,The association of MCP-1 -2518 A/G SNP with SSc observed originally in German population was not replicated in the Slovak population.,0.86
0,27482889,"High levels of circulating TNF and its receptors, TNFR1 and TNFR2, predict the progression of diabetic kidney disease (DKD), but their contribution to organ damage in DKD remains largely unknown. ",0.00
0,27482889,"Here, we investigated the function of local and systemic TNF in podocyte injury. ",0.12
0,27482889,"We cultured human podocytes with sera collected from DKD patients, who displayed elevated TNF levels, and focal segmental glomerulosclerosis (FSGS) patients, whose TNF levels resembled those of healthy patients. ",0.25
0,27482889,Exogenous TNF administration or local TNF expression was equally sufficient to cause free cholesterol-dependent apoptosis in podocytes by acting through a dual mechanism that required a reduction in ATP-binding cassette transporter A1-mediated (ABCA1-mediated) cholesterol efflux and reduced cholesterol esterification by sterol-O-acyltransferase 1 (SOAT1). ,0.38
0,27482889,TNF-induced albuminuria was aggravated in mice with podocyte-specific ABCA1 deficiency and was partially prevented by cholesterol depletion with cyclodextrin. ,0.50
0,27482889,TNF-stimulated free cholesterol-dependent apoptosis in podocytes was mediated by nuclear factor of activated T cells 1 (NFATc1). ,0.62
0,27482889,ABCA1 overexpression or cholesterol depletion was sufficient to reduce albuminuria in mice with podocyte-specific NFATc1 activation. ,0.75
0,27482889,"Our data implicate an NFATc1/ABCA1-dependent mechanism in which local TNF is sufficient to cause free cholesterol-dependent podocyte injury irrespective of TNF, TNFR1, or TNFR2 serum levels.",0.88
0,27634199,The etiology of primary antibody deficiencies is largely unknown. ,0.00
0,27634199,"Beside rare monogenic forms, the majority of cases seem to have a more complex genetic basis. ",0.08
0,27634199,"Whereas common variable immunodeficiency has been investigated in depth, there are only a few reports on milder primary antibody deficiencies such as idiopathic primary hypogammaglobulinemia and IgG subclass deficiency. ",0.17
0,27634199,"We performed flow cytometric immunophenotyping in 33 patients with common variable immunodeficiency, 23 with idiopathic primary hypogammaglobulinemia and 21 with IgG subclass deficiency, as well as in 47 asymptomatic first-degree family members of patients and 101 unrelated healthy controls. ",0.25
0,27634199,All three groups of patients showed decreased memory B- and naïve T-cell subsets and decreased B-cell activating factor receptor expression. ,0.33
0,27634199,"In contrast, circulating follicular helper T-cell frequency and expression of inducible T-cell co-stimulator and chemokine receptors were only significantly altered in patients with common variable immunodeficiency. ",0.42
0,27634199,"Asymptomatic first-degree family members of patients demonstrated similar, albeit intermediate, alterations in naïve and memory B- and T-cell subsets. ",0.50
0,27634199,About 13% of asymptomatic relatives had an abnormal peripheral B-cell composition. ,0.58
0,27634199,"Furthermore, asymptomatic relatives showed decreased levels of CD4+ recent thymic emigrants and increased central memory T cells. ",0.67
0,27634199,Serum IgG and IgM levels were also significantly lower in asymptomatic relatives than in healthy controls. ,0.75
0,27634199,"We conclude that, in our cohort, the immunophenotypic landscape of primary antibody deficiencies comprises a spectrum, in which some alterations are shared between all primary antibody deficiencies whereas others are only associated with common variable immunodeficiency. ",0.83
0,27634199,"Importantly, asymptomatic first-degree family members of patients were found to have an intermediate phenotype for peripheral B- and T-cell subsets.",0.92
0,15324550,"An outbreak of Q fever occurred in South Wales, United Kingdom, from July 15 through September 30, 2002. ",0.00
0,15324550,To investigate the outbreak a cohort and nested case-control study of persons who had worked at a cardboard manufacturing plant was conducted. ,0.17
0,15324550,"The cohort included 282 employees and subcontractors, of whom 253 (90%) provided blood samples and 214 (76%) completed questionnaires. ",0.33
0,15324550,Ninety-five cases of acute Q fever were identified. ,0.50
0,15324550,"The epidemic curve and other data suggested an outbreak source likely occurred August 5-9, 2002. ', ""Employees in the factory's offices were at greatest risk for infection (odds ratio 3.46; 95% confidence interval 1.38-9.06). "", 'The offices were undergoing renovation work around the time of likely exposure and contained straw board that had repeatedly been drilled. ",0.67
0,15324550,The outbreak may have been caused by aerosolization of Coxiella burnetii spore-like forms during drilling into contaminated straw board.,0.83
0,12653852,Angiogenesis is a key process in the pathogenesis of inflammatory arthritis. ,0.00
0,12653852,Angiogenin is one of the most potent inducers of neovascularization in experimental models in vivo. ,0.11
0,12653852,"To look for evidence that angiogenin is involved in inflammatory joint disease, we examined plasma and synovial fluid (SF) samples from rheumatology patients and synovial fibroblast cell culture supernatants. ",0.22
0,12653852,Angiogenin levels were determined by radioimmunoassay and ELISA. ,0.33
0,12653852,"Plasma angiogenin concentrations ranged from 96 to 478 ng/ml, with no significant difference between patients and normal controls. ",0.44
0,12653852,"In SF, angiogenin concentrations were significantly higher in patients with acute or chronic synovitis (rheumatoid arthritis (RA): median, 104 ng/ml; range 13-748, n = 14; crystal-induced arthritis (CIA): median, 149 ng/ml; range, 37-616, n = 14, and other chronic inflammatory arthritis: median, 42 ng/ml; range, 15-205; n = 9) than in the 18 patients with osteoarthritis (OA) (median, 20 ng/ml; range 8-116) (P < 0.0001, anova). ",0.56
0,12653852,"Angiogenin levels in SF from RA patients in remission with secondary OA were similar to those achieved in primary OA, and decreased in parallel with the resolution of acute gout. ",0.67
0,12653852,"Angiogenin protein was released by cultured synovial fibroblasts from OA and RA patients, and reached 1.18 ng/106 cells/day. ",0.78
0,12653852,These data suggest that angiogenin may mediate local inflammation in arthritis via effects on angiogenesis and leucocyte regulation.,0.89
0,30833603,It is unclear whether dietary lutein/zeaxanthin intake in colorectal cancer is associated with microRNA processing involved in DICER1 cleavage for messenger RNA translation. ,0.00
0,30833603,We investigated whether dietary lutein/zeaxanthin intake affects colorectal cancer risk in patients with a DICER1 rs3742330 polymorphism. ,0.12
0,30833603,"In this hospital-based case-control study, we recruited 923 colorectal cancer patients and 1,846 controls based on eligibility criteria, a semiquantitative food frequency questionnaire and the DICER1 rs3742330 genotype. ",0.25
0,30833603,Odds ratios (ORs) and 95% confidence intervals (CIs) were calculated by unconditional logistic regression adjusted for confounders. ,0.38
0,30833603,"The highest quartile of lutein/zeaxanthin consumption was inversely associated with a reduced colorectal cancer risk (OR, 95% CI\u2009=\u20090.25, 0.18-0.36). ",0.50
0,30833603,"Carrying G allele (AG\u2009+\u2009GG) showed a significantly reduced colorectal cancer incidence compared with that of AA carriers (OR, 95% CI\u2009=\u20090.71, 0.55-0.91). ",0.62
0,30833603,"Those carrying the G allele (AG\u2009+\u2009GG) along with high lutein/zeaxanthin consumption were markedly associated with a decreased colorectal cancer risk (OR, 95% CI\u2009=\u20090.32, 0.22-0.46, P for interaction\u2009=\u20090.018), particularly for rectal cancer (OR, 95% CI\u2009=\u20090.24, 0.15-0.39, P for interaction\u2009=\u20090.004), compared with that of AA carriers with low lutein/zeaxanthin intakes. ",0.75
0,30833603,"In conclusion, colorectal cancer risk was related to an interactive effect between dietary lutein/zeaxanthin intake and the DICER1 rs3742330 polymorphism.",0.88
0,22488100,Early life experience can significantly determine later mental health status and cognitive function. ,0.00
0,22488100,"Neonatal stress, in particular, has been linked to the etiology of mental health disorders as divergent as mood disorder, schizophrenia, and autism. ",0.12
0,22488100,"Our study uses a Balb/CByJ mouse model to test the hypothesis, that neonatal stress will alter development and subsequent environmental modulation of neocortex. ",0.25
0,22488100,"Using a split litter design, we generated stressed mice (STR) and within litter controls (LMC) along with age-matched, untreated animals (AMC), to serve as across litter controls. ",0.38
0,22488100,"Short, daily exposure to a psychosocial/physical stressor, during the first week of life, resulted by adulthood in significant changes in neocortical thickness and architecture, which were further modulated by exposure to behavioral testing. ",0.50
0,22488100,"Surprisingly, cortical size in LMC mice was also affected. ",0.62
0,22488100,These observations were compared to the effects of environmental enrichment in the same mouse strain. ,0.75
0,22488100,"Our data indicate that LMC and STR males share with environmentally enriched males, an increase in thickness in infra-granular cortical layers, while STR also display a stress selective decrease in supragranular layers, in response to behavioral training as adults.",0.88
0,26266085,Background. ,0.00
0,26266085,Cardiorenal Syndrome Type 5 (CRS Type 5) reflects concomitant cardiac and renal dysfunctions in the setting of a wide spectrum of systemic disorders. ,0.07
0,26266085,"Our aim was to study in vitro effects of CRS Type 5 plasma on renal tubular cells (RTCs), in terms of cellular death and the characterization of inflammatory plasma profile in these patients. ",0.14
0,26266085,Material and Methods. ,0.21
0,26266085,We enrolled 11 CRS Type 5 patients from ICU and 16 healthy controls. ,0.29
0,26266085,Plasma from patients and controls was incubated with renal tubular cells (RTCs) and cell death was evaluated. ,0.36
0,26266085,Plasma cytokines were detected. ,0.43
0,26266085,Results. ,0.50
0,26266085,RTCs incubated with CRS Type 5 plasma showed significantly higher apoptosis and necrosis with respect to controls. ,0.57
0,26266085,Plasma cytokine profile of CRS Type 5 patients was significantly different from controls: we observed the production of pro- and anti-inflammatory mediators in these patients. ,0.64
0,26266085,"Caspase-3, caspase-8, and caspase-9 were activated in cells treated with CRS Type 5 plasma compared to controls. ",0.71
0,26266085,Conclusions. ,0.79
0,26266085,"Our results underline the cytotoxic effect of CRS Type 5 mediators on RTC viability, probably due to the activation of both intrinsic and extrinsic pathways of apoptosis and to the deregulation of cytokine release. ",0.86
0,26266085,The consequence may be the damage of distant organs which lead to the worsening of condition of patients.,0.93
0,26890183,"Although HCV is more prevalent among people with severe mental illness (SMI; e.g., schizophrenia, bipolar disorder) than in the general population (17% vs 1%), no large previous studies have examined HCV screening in this population. ",0.00
0,26890183,"In this cross-sectional study, we examined administrative data for 57\u2009170 California Medicaid enrollees with SMI to identify prevalence and predictors of HCV screening from October 2010 through September 2011. ",0.33
0,26890183,"Only 4.7% (2674 of 57\u2009170) received HCV screening, with strongest predictors being nonpsychiatric health care utilization and comorbid substance abuse.",0.67
0,23940513,This study investigated the relationship between level of stress in middle and high school students aged 12-18 and risk of atopic dermatitis. ,0.00
0,23940513,"Data from the Sixth Korea Youth Risk Behavior Web-based Survey (KYRBWS-VI), a cross-sectional study among 74,980 students in 800 middle schools and high schools with a response rate of 97.7%, were analyzed. ",0.08
0,23940513,Ordinal logistic regression analyses were conducted to determine the relationship between stress and atopic dermatitis with severity. ,0.15
0,23940513,"A total of 5,550 boys and 6,964 girls reported having been diagnosed with atopic dermatitis. ",0.23
0,23940513,Younger students were more likely to have atopic dermatitis. ,0.31
0,23940513,"Interestingly, the educational level of parents was found to be associated with having atopic dermatitis and having more severe condition. ",0.38
0,23940513,"In particular, girls with mothers with at least college education had a 41% higher risk of having atopic dermatitis and severe atopic condition (odds ratio (OR))\u200a=\u200a1.41, 95% CI, 1.22-1.63; P<0.0001) compared with those with mothers who had attended middle school at most. ', ""Similar trend was shown among both boys and girls for their father's education level. "", 'The stress level was found to be significantly associated with the risk of atopic dermatitis. ",0.46
0,23940513,Similar trend was shown among both boys and girls for their father's education level. ,0.54
0,23940513,The stress level was found to be significantly associated with the risk of atopic dermatitis. ,0.62
0,23940513,"Compared to boys with who reported ""no stress"", boys with ""very high"" stress had 46% higher the risk of having more severe atopic dermatitis (OR\u200a=\u200a1.46, 95% CI, 1.20-1.78; P<0.0001), 44% higher (OR\u200a=\u200a1.44, 95% CI, 1.19-1.73; P<0.0001) with ""high"" stress, and 21% higher (OR\u200a=\u200a1.21, 95% CI, 1.00-1.45; P\u200a=\u200a0.05) with ""moderate"" stress. ",0.69
0,23940513,"In contrast, we found no statistically significant relationship between stress and atopic dermatitis in girls.",0.77
0,23940513,This study suggests that stress and parents' education level were associated with atopic dermatitis. ,0.85
0,23940513,"Specifically, degree of stress is positively correlated with likelihood of being diagnosed with this condition and increasing the severity.",0.92
0,30909842,Balance problems are common after a traumatic brain injury (TBI). ,0.00
0,30909842,"Symptoms of dizziness, unsteadiness, or imbalance have been most frequently attributed to sensory organization problems involving the use of visual, proprioceptive, and/or vestibular information for postural control. ",0.10
0,30909842,These problems can be assessed with the Sensory Organization Test (SOT).,0.20
0,30909842,"However, as head trauma can affect any brain region, areas responsible for voluntary control of movements involved in dynamic balance tasks, such as the motor cortex and its projections, could also be compromised, which would likely affect one's limits of stability.",0.30
0,30909842,The Limits of Stability (LOS) balance test has received little attention in TBI. ,0.40
0,30909842,"In the present study, we compared the prevalence of SOT versus LOS abnormalities in a cohort of 48 patients, the majority classified as having mild or moderate chronic TBI. ",0.50
0,30909842,"Compared with a normative database provided by the balance testing manufacturer, a larger portion of our cohort presented abnormalities in the LOS test. ",0.60
0,30909842,"Dizziness Handicap Inventory (DHI) results indicated mild disability, with the five activities most frequently endorsed as problematic being: looking up, performing quick head movements, performing ambitious such as sports or dancing activities, feeling frustrated, and performing strenuous house/yard work. ",0.70
0,30909842,"Although regression analysis revealed that both tests significantly predicted subjective scores on the DHI, more LOS than SOT testing variables were important predictors of DHI results indicating disability. ",0.80
2,30909842,These results suggest that the LOS test is an informative tool that should be included in any objective balance evaluations that screen TBI patients with balance complaints.,0.90
0,30486608,"Background: Breast cancer is the most frequently diagnosed cancer among women in Turkey and worldwide,\nand is ranked as the second-leading cause of death in women after lung cancer. ",0.00
0,30486608,"Early diagnosis of breast cancer is\npossible, and breast cancer is included in cancer-screening programs in Turkey. ",0.08
0,30486608,"The aim of this study was to evaluate\nthe knowledge, attitude, and behaviour of young women (older than 20 years of age) on breast self-examination and\nbreast cancer screening methods, and to determine the effect of sociodemographic characteristics. ",0.17
0,30486608,Methods: A total\nof 489 patients were included in the study. ,0.25
0,30486608,The mean age of participants was 36.53 ± 11.22 years. ,0.33
0,30486608,346 (70.8%) of the\nparticipants were married. ,0.42
0,30486608,"The study was a cross-sectional, non-randomized study in public health. ",0.50
0,30486608,"The participants in\nthis study were women over 20 years old, who presented to Arnavutkoy State Hospital General surgery policlinic and\nSisli Hamidiye Etfal Family Medicine policlinic. ",0.58
0,30486608,Results: The rate and duration of breastfeeding were higher among\nparticipants living in rural areas than those living in urban areas (p<0.001) The awareness of breast cancer increased as\nthe level of education increased (p<0.001). ,0.67
0,30486608,Having a family history of a high incidence of breast cancer significantly\nincreased the rate of breast self examination practice by 1.93 fold (p=0.016). ,0.75
0,30486608,Conclusion: Breast Cancer is a disease\nthat can be treated 100 % with early diagnosis. ,0.83
2,30486608,"Primary care physicians especially works in lower socioeconomic\nconditions have to tell the importance of early diagnosis of breast cancer, and properly explain breast self examination\nand other screening tools.",0.92
0,27925503,Vaccination against Hepatitis B Virus (HBV) became mandatory in Italy for all newborns and 12\xa0years-old individuals in the 1991. ,0.00
0,27925503,The immunogenicity of HBV vaccine and the effectiveness of the universal immunization strategy have been widely demonstrated. ,0.10
0,27925503,"However the need to assess the antibody concentrations above the well known serological correlate of protection for HBV infection (≥10\xa0mIU/mL), established in individuals immunized with a 3 doses vaccination course, is still recommended in subjects exposed to occupational risks in different settings, particularly the healthcare services.",0.20
0,27925503,"This practice has to be performed during the preventive medical examination, before the worker's exposure to biological hazards, as a fundamental part of Occupational Health Surveillance Programs in several Countries, including Italy: the goal is to assure individual protection, also providing booster doses when needed, after many years following the primary vaccination.",0.30
0,27925503,"During the 2011-2013 period, an observational study was performed in Healthcare students (HCSs) trained at a regional university acute-care hospital in North-Western Italy, properly immunized against HBV during infancy or adolescence, in order to evaluate the persistence of seroprotection and to assess the anamnestic response to booster vaccination. ",0.40
0,27925503,"Data from 717 subjects undergoing HbsAg Ab and HBc Ab testing during the preventive medical examination, and receiving a booster dose of HBV vaccine when resulting with a non-protective titer (<10\xa0mIU/mL), were collected and analyzed. ",0.50
0,27925503,"Most of the HCSs (74.6%) included in the survey, mean age 24.8\xa0y ( ± 4.6 SD), had received the primary vaccination course during the first year of life (3-5-11\xa0months). ",0.60
0,27925503,"Globally, 507 (70.7%) HCSs showed protective antibody titres, and an anamnestic response was observed in more than 95% subjects receiving the booster dose. ",0.70
0,27925503,"Our study demonstrated the long-term persistence of protection of HBV vaccine, more than 20\xa0y following the primary immunization, in HCSs who are exposed to occupational health risk. ",0.80
0,27925503,The anamnestic response observed in non-seroprotected subjects who received the booster further confirms the capability of the HBV vaccine to create a strong immunological memory.,0.90
0,31905938,A healthy diet prevents type 2 diabetes but is often difficult to adhere to. ,0.00
0,31905938,This cross-sectional study aimed to investigate whether eating competence is associated with diet or risk factors and prevalence of type 2 diabetes in individuals screened for type 2 diabetes risk. ,0.10
0,31905938,"Eating competence is an indicator of food acceptance, positive attitudes, internal regulation and contextual skills related to food and eating. ",0.20
0,31905938,"In total, 3147 Finnish adults aged 18-74 at an increased risk for type 2 diabetes identified via online risk screening participated in the baseline examinations of the Stop Diabetes (StopDia) study. ",0.30
0,31905938,"The participants filled out the digital questionnaire on food intake, physical activity and sleep, and the Satter Eating Competence Inventory 2.0TM (ecSI 2.0TM). ",0.40
0,31905938,"In addition, anthropometric and laboratory measurements were performed at primary healthcare centres. ",0.50
0,31905938,"Eating competent individuals (37%, classified by ecSI 2.0TM) had a better quality of diet (p < 0.05 for all). ",0.60
0,31905938,"Additionally, eating competence was associated with a lower prevalence of previously undiagnosed type 2 diabetes, abdominal obesity, metabolic syndrome and hypertriglyceridaemia, and with better insulin sensitivity (p < 0.05 for all). ",0.70
0,31905938,"However, these associations, except for metabolic syndrome, were at least partly mediated by body mass index. ",0.80
1,31905938,"Eating competence is associated with a healthy diet and could, thus, in the long term, support the prevention of type 2 diabetes.",0.90
0,14695625,The geographic overlap between the prevalence of erythrocyte polymorphisms and malaria endemicity is thought to be an example of natural selection on human populations. ,0.00
0,14695625,"In Papua New Guinea (PNG), the Gerbich-negative phenotype is caused by an exon 3 deletion in the glycophorin C gene (GYPCDeltaex3) while heterozygosity for a 27-base pair deletion in the SLC4A1 gene (anion exchanger 1 or erythrocyte membrane protein, band 3), SLC4A1Delta27, results in Southeast Asian ovalocytosis. ",0.10
0,14695625,Two geographically and ethnically distinct malaria endemic regions of PNG (the Wosera [East Sepik Province] and Liksul [Madang Province]) were studied to illustrate the distribution of two prominent deletion polymorphisms (GYPCDeltaex3 and SLC4A1Delta27) and to determine if the genetic load associated with SLC4A1Delta27 would constrain independent assortment of GYPCDeltaex3 heterozygous and homozygous genotypes. ,0.20
0,14695625,The frequency of the GYPCDeltaex3 allele was higher in the Wosera (0.463) than Liksul (0.176) (chi(2); P < 0.0001). ,0.30
